ADHD	ASD	BD	MDD	SCZ
MRPL18	0	0	0	0	0
MRPL19	0	0	0	0	0
MRPL2	0	0	0	0	0
MRPL20	0	0	0	0	0
MRPL21	0	0	0	0	0
MRPL22	0	0	0	0	0
MRPL23	0	0	0	0	0
MRPL23-AS1	0	0	0	0	0
MRPL24	0	0	0	0	0
MRPL27	0	0	0	0	0
MRPL28	0	0	0	0	0
MRPL3	0	0	0	0	0
MRPL30	0	0	0	0	0
MRPL32	0	0	0	0	0
MRPL33	0	0	0	0	0
MRPL34	0	0	0	0	0
MRPL35	0	0	0	0	0
MRPL36	0	0	0	0	0
MRPL37	0	0	0	0	0
MRPL39	0	0	0	0	0
MRPL4	0	0	0	0	0
MRPL40	0	0	0	0	0
MRPL41	0	0	0	0	0
MRPL42	0	0	0	0	0
MRPL42P5	0	0	0	0	0
MRPL43	0	0	0	0	0
MRPL44	0	0	0	0	0
MRPL45	0	0	0	0	0
MRPL45P2	0	0	0	0	0
MRPL46	0	0	0	0	0
MRPL47	0	0	0	0	0
MRPL48	0	0	0	0	0
MRPL49	0	0	0	0	0
MRPL50	0	0	0	0	0
MRPL51	0	0	0	0	0
MRPL52	0	0	0	0	0
MRPL54	0	0	0	0	0
MRPL55	0	0	0	0	0
MRPL9	0	0	0	0	0
MRPS10	0	0	0	0	0
MRPS11	0	0	0	0	0
MRPS12	0	0	0	0	0
MRPS14	0	0	0	0	0
MRPS15	0	0	0	0	0
MRPS17	0	0	0	0	0
MRPS18A	0	0	0	0	0
MRPS18C	0	0	0	0	0
MRPS2	0	0	0	0	0
MRPS21	0	0	0	0	0
MRPS22	0	0	0	0	0
MRPS23	0	0	0	0	0
MRPS25	0	0	0	0	0
MRPS26	0	0	0	0	0
MRPS27	0	0	0	0	0
MRPS30	0	0	0	0	0
MRPS31	0	0	0	0	0
MRPS31P5	0	0	0	0	0
MRPS33	0	0	0	0	0
MRPS34	0	0	0	0	0
MRPS35	0	0	0	0	0
MRPS5	0	0	0	0	0
MRPS6	0	0	0	0	0
MRPS7	0	0	0	0	0
MRPS9	0	0	0	0	0
MRRF	0	0	0	0	0
MRS2	0	0	0	0	0
MRS2P2	0	0	0	0	0
MRTO4	0	0	0	0	0
MRVI1	0	0	0	0	0
MRVI1-AS1	0	0	0	0	0
MS4A1	0	0	0	0	0
MS4A10	0	0	0	0	0
MS4A12	0	0	0	0	0
MS4A13	0	0	0	0	0
MS4A14	0	0	0	0	0
MS4A15	0	0	0	0	0
MS4A2	0	0	0	0	0
MS4A3	0	0	0	0	0
MS4A4A	0	0	0	0	0
MS4A5	0	0	0	0	0
MS4A6A	0	0	0	0	0
MS4A6E	0	0	0	0	0
MS4A8	0	0	0	0	0
MSANTD1	0	0	0	0	0
MSANTD2	0	0	0	0	0
MSANTD3	0	0	0	0	0
MSANTD3-TMEFF1	0	0	0	0	0
MSANTD4	0	0	0	0	0
MSC	0	0	0	0	0
MSGN1	0	0	0	0	0
MSH2	0	0	0	0	0
MSH3	0	0	0	0	0
MSH4	0	0	0	0	0
MSH6	0	0	0	0	0
MSI1	0	0	0	0	0
MSI2	0	0	1	0	0
MSL1	0	0	0	0	0
MSL2	0	0	0	0	0
MSL3P1	0	0	0	0	0
MSLN	0	0	0	0	0
MSMB	0	0	0	0	0
MSMO1	0	0	0	0	0
MSMP	0	0	0	0	0
MSR1	0	0	0	0	0
MSRA	0	1	0	0	0
MSRB1	0	0	0	0	0
MSRB2	0	0	0	0	0
MSRB3	0	0	0	0	0
MSS51	0	0	0	0	0
MST1	0	0	0	0	0
MST1L	0	0	0	0	0
MST1P2	0	0	0	0	0
MST1R	0	0	0	0	0
MSTN	0	0	0	0	0
MSTO1	0	0	0	0	0
MSTO2P	0	0	0	0	0
MSX1	0	0	0	0	0
MSX2	0	0	0	0	0
MSX2P1	0	0	0	0	0
MT1A	0	0	0	0	0
MT1B	0	0	0	0	0
MT1DP	0	0	0	0	0
MT1E	0	0	0	0	0
MT1F	0	0	0	0	0
MT1G	0	0	0	0	0
MT1H	0	0	0	0	0
MT1HL1	0	0	0	0	0
MT1IP	0	0	0	0	0
MT1JP	0	0	0	0	0
MT1M	0	0	0	0	0
MT1X	0	0	0	0	0
MT3	0	0	0	0	0
MT4	0	0	0	0	0
MTA1	0	0	0	0	0
MTA2	0	0	0	0	0
MTA3	0	0	0	0	0
MTAP	0	0	0	0	0
MTBP	0	0	0	0	0
MTCH1	0	0	0	0	0
MTCH2	0	0	0	0	0
MTDH	0	0	0	0	0
MTERF	0	0	0	0	0
MTERFD1	0	0	0	0	0
MTERFD2	0	0	0	0	0
MTERFD3	0	0	0	0	0
MTF1	0	0	0	0	0
MTF2	0	0	0	0	0
MTFMT	0	0	0	0	0
MTFP1	0	0	0	0	0
MTFR1	0	0	0	0	0
MTFR1L	0	0	0	0	0
MTFR2	0	0	0	0	0
MTG1	0	0	0	0	0
MTG2	0	0	0	0	0
MTHFD1	0	0	0	0	0
MTHFD1L	0	0	0	0	0
MTHFD2	0	0	0	0	0
MTHFD2L	0	0	0	0	0
MTHFR	0	0	0	0	0
MTHFSD	0	0	0	0	0
MTIF2	0	0	0	0	0
MTIF3	0	0	0	0	0
MTL5	0	0	0	0	0
MTMR10	0	0	0	0	0
MTMR11	0	0	0	0	0
MTMR12	0	0	0	0	0
MTMR14	0	0	0	0	0
MTMR2	0	0	0	0	0
MTMR3	0	0	0	0	0
MTMR4	0	0	0	0	0
MTMR6	0	0	0	0	0
MTMR7	0	0	0	0	0
MTMR9	0	0	0	0	0
MTMR9LP	0	0	0	0	0
MTNR1A	0	0	0	0	0
MTNR1B	0	0	0	0	0
MTO1	0	0	0	0	0
MTOR	0	0	0	0	0
MTOR-AS1	0	0	0	0	0
MTPAP	0	0	0	0	0
MTR	0	0	0	0	0
MTRF1	0	0	0	0	0
MTRF1L	0	0	0	0	0
MTRNR2L1	0	0	0	0	0
MTRNR2L2	0	0	0	0	0
MTRNR2L3	0	0	0	0	0
MTRNR2L4	0	0	0	0	0
MTRNR2L5	0	0	0	0	0
MTRNR2L6	0	0	0	0	0
MTRNR2L7	0	0	0	0	0
MTRNR2L8	0	0	0	0	0
MTRR	0	0	0	0	0
MTSS1	0	0	0	0	0
MTSS1L	0	0	0	0	0
MTTP	0	0	0	0	0
MTUS1	0	0	0	0	0
MTUS2	0	0	0	0	1
MTUS2-AS1	0	0	0	0	0
MTVR2	0	0	0	0	0
MTX1	0	0	0	0	0
MTX2	0	0	0	0	0
MTX3	0	0	0	0	0
MUC1	0	0	0	0	0
MUC12	0	0	0	0	0
MUC13	0	0	0	0	0
MUC15	0	0	0	0	0
MUC16	0	0	0	0	0
MUC17	0	0	0	0	0
MUC2	0	0	0	0	0
MUC20	0	0	0	0	0
MUC4	0	0	0	0	0
MUC5B	0	0	0	0	0
MUC6	0	0	0	0	0
MUC7	0	0	0	0	0
MUCL1	0	0	0	0	0
MUL1	0	0	0	0	0
MUM1	0	0	0	0	0
MURC	0	0	0	0	0
MUS81	0	0	0	0	0
MUSK	0	0	0	0	0
MUSTN1	0	0	0	0	0
MUT	0	0	0	0	0
MUTYH	0	0	0	0	0
MVB12A	0	0	0	0	0
MVB12B	0	0	0	0	0
MVD	0	0	0	0	0
MVK	0	0	0	0	0
MVP	0	0	0	0	0
MX1	0	0	0	0	0
MX2	0	0	0	0	0
MXD1	0	0	0	0	0
MXD3	0	0	0	0	0
MXD4	0	0	0	0	0
MXI1	0	0	0	0	0
MXRA7	0	0	0	0	0
MXRA8	0	0	0	0	0
MYADM	0	0	0	0	0
MYADML	0	0	0	0	0
MYADML2	0	0	0	0	0
MYB	0	0	0	0	0
MYBBP1A	0	0	0	0	0
MYBL1	0	0	0	0	0
MYBL2	0	0	0	0	0
MYBPC1	0	0	0	0	0
MYBPC2	0	0	0	0	0
MYBPC3	0	0	0	0	0
MYBPH	0	0	0	0	0
MYBPHL	0	0	0	0	0
MYC	0	0	0	0	0
MYCBP2	0	0	0	0	0
MYCBP2-AS1	0	0	0	0	0
MYCBPAP	0	0	0	0	0
MYCL1	0	0	0	0	0
MYCN	0	0	0	0	0
MYCNOS	0	0	0	0	0
MYCT1	0	0	0	0	0
MYD88	0	0	0	0	0
MYEOV	0	0	0	0	0
MYEOV2	0	0	0	0	0
MYF5	0	0	0	0	0
MYF6	0	0	0	0	0
MYH1	0	0	0	0	0
MYH10	0	0	0	0	0
MYH11	0	0	0	0	0
MYH13	0	0	0	0	0
MYH14	0	0	0	0	0
MYH15	0	0	0	0	0
MYH16	0	0	0	0	0
MYH2	0	0	0	0	0
MYH3	0	0	0	0	0
MYH4	0	0	0	0	0
MYH6	0	0	0	0	0
MYH7	0	0	0	0	0
MYH7B	0	0	0	0	0
MYH8	0	0	0	0	0
MYH9	0	0	0	0	0
MYL1	0	0	0	0	0
MYL10	0	0	0	0	0
MYL12A	0	0	0	0	0
MYL12B	0	0	0	0	0
MYL2	0	0	0	0	0
MYL3	0	0	0	0	0
MYL4	0	0	0	0	0
MYL5	0	0	0	0	0
MYL6	0	0	0	0	0
MYL6B	0	0	0	0	0
MYL7	0	0	0	0	0
MYLIP	0	0	0	0	0
MYLK	0	0	0	0	0
MYLK-AS1	0	0	0	0	0
MYLK2	0	0	0	0	0
MYLK3	0	0	0	0	0
MYLK4	0	0	0	0	0
MYLPF	0	0	0	0	0
MYNN	0	0	0	0	0
MYO10	0	0	0	0	0
MYO15A	0	0	0	0	0
MYO15B	0	0	0	0	0
MYO16	0	0	1	0	0
MYO16-AS1	0	0	0	0	0
MYO18A	0	0	0	0	0
MYO18B	0	0	0	0	0
MYO19	0	0	0	0	0
MYO1A	0	0	0	0	0
MYO1B	0	0	0	0	0
MYO1C	0	0	0	0	0
MYO1D	0	0	0	0	0
MYO1E	0	0	0	0	0
MYO1F	0	0	0	0	0
MYO1G	0	0	0	0	0
MYO1H	0	0	0	0	0
MYO3A	0	0	0	0	0
MYO3B	0	0	0	0	0
MYO5A	0	0	0	0	0
MYO5B	0	0	0	0	0
MYO5C	0	0	0	0	0
MYO6	0	0	0	0	0
MYO7A	0	0	0	0	0
MYO7B	0	0	0	0	0
MYO9A	0	0	0	0	0
MYO9B	0	0	0	0	0
MYOC	0	0	0	0	0
MYOCD	0	0	0	0	0
MYOD1	0	0	0	0	0
MYOF	0	0	0	0	0
MYOG	0	0	0	0	0
MYOM1	0	0	0	0	0
MYOM2	0	0	0	0	0
MYOM3	0	0	0	0	0
MYOT	0	0	0	0	0
MYOZ1	0	0	0	0	0
MYOZ2	0	0	0	0	0
MYOZ3	0	0	0	0	0
MYPN	0	0	0	0	0
MYPOP	0	0	0	0	0
MYRF	0	0	0	0	0
MYRIP	0	0	0	0	0
MYSM1	0	0	0	0	0
MYT1	0	0	0	0	0
MYT1L	0	0	0	0	0
MZB1	0	0	0	0	0
MZF1	0	0	0	0	0
MZT1	0	0	0	0	0
MZT2A	0	0	0	0	0
MZT2B	0	0	0	0	0
N4BP1	0	0	0	0	0
N4BP2	0	0	0	0	0
N4BP2L1	0	0	0	0	0
N4BP2L2	0	0	0	0	0
N4BP2L2-IT2	0	0	0	0	0
N4BP3	0	0	0	0	0
N6AMT1	0	0	0	0	0
N6AMT2	0	0	0	0	0
NAA11	0	0	0	0	0
NAA15	0	0	0	0	0
NAA16	0	0	0	0	0
NAA20	0	0	0	0	0
NAA25	0	0	0	0	0
NAA30	0	0	0	0	0
NAA35	0	0	0	0	0
NAA38	0	0	0	0	0
NAA40	0	0	0	0	0
NAA50	0	0	0	0	0
NAA60	0	0	0	0	0
NAAA	0	0	0	0	0
NAALAD2	0	0	0	0	0
NAALADL1	0	0	0	0	0
NAALADL2	0	0	0	0	0
NAALADL2-AS3	0	0	0	0	0
NAB1	0	0	0	0	0
NAB2	0	0	0	0	0
NABP1	0	0	0	0	0
NABP2	0	0	0	0	0
NACA	0	0	0	0	0
NACA2	0	0	0	0	0
NACAD	0	0	0	0	0
NACAP1	0	0	0	0	0
NACC1	0	0	0	0	0
NACC2	0	0	0	0	0
NADK	0	0	0	0	0
NADKD1	0	0	0	0	0
NADSYN1	0	0	0	0	0
NAE1	0	0	0	0	0
NAF1	0	0	0	0	0
NAGA	0	0	0	0	0
NAGK	0	0	0	0	0
NAGLU	0	0	0	0	0
NAGPA	0	0	0	0	0
NAGS	0	0	0	0	0
NAIF1	0	0	0	0	0
NAIP	0	0	0	0	0
NALCN	0	0	0	0	0
NALCN-AS1	0	0	0	0	0
NAMA	0	0	0	0	0
NAMPT	0	0	0	0	0
NANOG	0	0	0	0	0
NANOGNB	0	0	0	0	0
NANOS1	0	0	0	0	0
NANOS2	0	0	0	0	0
NANOS3	0	0	0	0	0
NANP	0	0	0	0	0
NANS	0	0	0	0	0
NAP1L1	0	0	0	0	0
NAP1L4	0	0	0	0	0
NAP1L5	0	0	0	0	0
NAPA	0	0	0	0	0
NAPA-AS1	0	0	0	0	0
NAPB	0	0	0	0	0
NAPEPLD	0	0	0	0	0
NAPG	0	0	0	0	0
NAPRT1	0	0	0	0	0
NAPSA	0	0	0	0	0
NAPSB	0	0	0	0	0
NARF	0	0	0	0	0
NARFL	0	0	0	0	0
NARG2	0	0	0	0	0
NARR	0	0	0	0	0
NARS	0	0	0	0	0
NARS2	0	0	0	0	0
NASP	0	0	0	0	0
NAT1	0	0	0	0	0
NAT10	0	0	0	0	0
NAT14	0	0	0	0	0
NAT16	0	0	0	0	0
NAT2	0	0	0	0	0
NAT6	0	0	0	0	0
NAT8	0	0	0	0	0
NAT8L	0	0	0	0	0
NAT9	0	0	0	0	0
NAV1	0	0	0	0	0
NAV2	0	0	0	1	0
NAV2-AS4	0	0	0	0	0
NAV2-AS5	0	0	0	0	0
NAV3	0	0	0	0	0
NBAS	0	0	0	0	0
NBEA	0	0	0	0	0
NBEAL1	0	0	0	0	0
NBEAL2	0	0	0	0	0
NBL1	0	0	0	0	0
NBLA00301	0	0	0	0	0
NBN	0	0	0	0	0
NBPF10	0	0	0	0	0
NBPF12	0	0	0	0	0
NBPF13P	0	0	0	0	0
NBPF14	0	0	0	0	0
NBPF15	0	0	0	0	0
NBPF22P	0	0	0	0	0
NBPF3	0	0	0	0	0
NBPF4	0	0	0	0	0
NBPF6	0	0	0	0	0
NBPF7	0	0	0	0	0
NBR1	0	0	0	0	0
NBR2	0	0	0	0	0
NCALD	0	0	0	0	0
NCAM1	0	0	0	0	0
NCAM2	0	0	0	0	0
NCAN	0	0	0	0	0
NCAPD2	0	0	0	0	0
NCAPD3	0	0	0	0	0
NCAPG	0	0	0	0	0
NCAPG2	0	0	0	0	0
NCAPH	0	0	0	0	0
NCAPH2	0	0	0	0	0
NCBP1	0	0	0	0	0
NCBP2	0	0	0	0	0
NCBP2-AS2	0	0	0	0	0
NCCRP1	0	0	0	0	0
NCDN	0	0	0	0	0
NCEH1	0	0	0	0	0
NCF1	0	0	0	0	0
NCF1C	0	0	0	0	0
NCF2	0	0	0	0	0
NCF4	0	0	0	0	0
NCK1	0	0	0	0	0
NCK2	0	0	0	0	0
NCKAP1	0	0	0	0	0
NCKAP1L	0	0	0	0	0
NCKAP5	0	0	0	0	0
NCKAP5L	0	0	0	0	0
NCKIPSD	0	0	0	0	0
NCL	0	0	0	0	0
NCLN	0	0	0	0	0
NCMAP	0	0	0	0	0
NCOA1	0	0	0	0	0
NCOA2	0	0	0	0	0
NCOA3	0	0	0	0	0
NCOA4	0	0	0	0	0
NCOA5	0	0	0	0	0
NCOA6	0	0	0	0	0
NCOA7	0	0	0	0	0
NCOR1	0	0	0	0	0
NCOR1P1	0	0	0	0	0
NCOR2	0	0	0	0	0
NCR1	0	0	0	0	0
NCR2	0	0	0	0	0
NCR3LG1	0	0	0	0	0
NCRUPAR	0	0	0	0	0
NCS1	0	0	0	0	0
NCSTN	0	0	0	0	0
NDC1	0	0	0	0	0
NDC80	0	0	0	0	0
NDE1	0	0	0	0	0
NDEL1	0	0	0	0	0
NDFIP1	0	0	0	0	0
NDFIP2	0	0	0	0	0
NDFIP2-AS1	0	0	0	0	0
NDN	0	0	0	0	0
NDNF	0	0	0	0	0
NDNL2	0	0	0	0	0
NDOR1	0	0	0	0	0
NDRG1	0	0	0	0	0
NDRG2	0	0	0	0	0
NDRG3	0	0	0	0	0
NDRG4	0	0	0	0	0
NDST1	0	0	0	0	0
NDST2	0	0	0	0	0
NDST3	0	0	0	0	0
NDST4	0	0	0	0	0
NDUFA10	0	0	0	0	0
NDUFA11	0	0	0	0	0
NDUFA12	0	0	0	0	0
NDUFA2	0	0	0	0	0
NDUFA3	0	0	0	0	0
NDUFA4	0	0	0	0	0
NDUFA4L2	0	0	0	0	0
NDUFA5	0	0	0	0	0
NDUFA6	0	0	0	0	0
NDUFA6-AS1	0	0	0	0	0
NDUFA7	0	0	0	0	0
NDUFA8	0	0	0	0	0
NDUFA9	0	0	0	0	0
NDUFAB1	0	0	0	0	0
NDUFAF1	0	0	0	0	0
NDUFAF2	0	0	0	0	0
NDUFAF3	0	0	0	0	0
NDUFAF4	0	0	0	0	0
NDUFAF4P1	0	0	0	0	0
NDUFAF5	0	0	0	0	0
NDUFAF6	0	0	0	0	0
NDUFAF7	0	0	0	0	0
NDUFB1	0	0	0	0	0
NDUFB10	0	0	0	0	0
NDUFB2	0	0	0	0	0
NDUFB2-AS1	0	0	0	0	0
NDUFB3	0	0	0	0	0
NDUFB4	0	0	0	0	0
NDUFB5	0	0	0	0	0
NDUFB6	0	0	0	0	0
NDUFB7	0	0	0	0	0
NDUFB9	0	0	0	0	0
NDUFC1	0	0	0	0	0
NDUFC2	0	0	0	0	0
NDUFC2-KCTD14	0	0	0	0	0
NDUFS1	0	0	0	0	0
NDUFS2	0	0	0	0	0
NDUFS3	0	0	0	0	0
NDUFS4	0	0	0	0	0
NDUFS5	0	0	0	0	0
NDUFS6	0	0	0	0	0
NDUFS7	0	0	0	0	0
NDUFS8	0	0	0	0	0
NDUFV1	0	0	0	0	0
NDUFV2	0	0	0	0	0
NDUFV3	0	0	0	0	0
NEAT1	0	0	0	0	0
NEB	0	0	0	0	0
NEBL	0	0	0	0	0
NEBL-AS1	0	0	0	0	0
NECAB1	0	0	0	0	0
NECAB2	0	0	0	0	0
NECAB3	0	0	0	0	0
NECAP1	0	0	0	0	0
NECAP2	0	0	0	0	0
NEDD1	0	0	0	0	0
NEDD4	0	0	0	0	0
NEDD4L	0	0	0	0	0
NEDD8	0	0	0	0	0
NEDD8-MDP1	0	0	0	0	0
NEDD9	0	0	0	0	0
NEFH	0	0	0	0	0
NEFL	0	0	0	0	0
NEFM	0	0	0	0	0
NEGR1	0	0	0	0	0
NEGR1-IT1	0	0	0	0	0
NEIL1	0	0	0	0	0
NEIL2	0	0	0	0	0
NEIL3	0	0	0	0	0
NEK1	0	0	0	0	0
NEK10	0	0	0	0	0
NEK11	0	0	0	0	0
NEK2	0	0	0	0	0
NEK3	0	0	0	0	0
NEK4	0	0	0	0	0
NEK5	0	0	0	0	0
NEK6	0	0	0	0	0
NEK7	0	0	0	0	0
NEK8	0	0	0	0	0
NEK9	0	0	0	0	0
NELFA	0	0	0	0	0
NELFB	0	0	0	0	0
NELFCD	0	0	0	0	0
NELL1	0	1	0	0	0
NELL2	0	0	0	0	0
NEMF	0	0	0	0	0
NENF	0	0	0	0	0
NEO1	0	0	0	0	0
NES	0	0	0	0	0
NET1	0	0	0	0	0
NETO1	0	0	0	0	0
NETO2	0	0	0	0	0
NEU2	0	0	0	0	0
NEU3	0	0	0	0	0
NEU4	0	0	0	0	0
NEURL	0	0	0	0	1
NEURL1B	0	0	0	0	0
NEURL2	0	0	0	0	0
NEURL3	0	0	0	0	0
NEURL4	0	0	0	0	0
NEUROD1	0	0	0	0	0
NEUROD2	0	0	0	0	0
NEUROD4	0	0	0	0	0
NEUROD6	0	0	0	0	0
NEUROG1	0	0	0	0	0
NEUROG2	0	0	0	0	0
NEUROG3	0	0	0	0	0
NEXN	0	0	0	0	0
NF1	0	0	0	0	0
NF2	0	0	0	0	0
NFAM1	0	0	0	0	0
NFASC	0	0	0	0	0
NFAT5	0	0	0	0	0
NFATC1	0	0	0	0	0
NFATC2	0	0	0	0	0
NFATC2IP	0	0	0	0	0
NFATC3	0	0	0	0	0
NFATC4	0	0	0	0	0
NFE2	0	0	0	0	0
NFE2L1	0	0	0	0	0
NFE2L2	0	0	0	0	0
NFE2L3	0	0	0	0	0
NFIA	0	0	0	0	0
NFIB	0	0	0	0	0
NFIC	0	0	0	0	0
NFIL3	0	0	0	0	0
NFIX	0	0	0	0	0
NFKB1	0	0	0	0	0
NFKB2	0	0	0	0	0
NFKBIA	0	0	0	0	0
NFKBIB	0	0	0	0	0
NFKBID	0	0	0	0	0
NFKBIE	0	0	0	0	0
NFKBIZ	0	0	0	0	0
NFRKB	0	0	0	0	0
NFS1	0	0	0	0	0
NFU1	0	0	0	0	0
NFX1	0	0	0	0	0
NFXL1	0	0	0	0	0
NFYA	0	0	0	0	0
NFYB	0	0	0	0	0
NFYC	0	0	0	0	0
NGB	0	0	0	0	0
NGDN	0	0	0	0	0
NGEF	0	0	0	0	0
NGF	0	0	0	0	0
NGFR	0	0	0	0	0
NGLY1	0	0	0	0	0
NGRN	0	0	0	0	0
NHEG1	0	0	0	0	0
NHEJ1	0	0	0	0	0
NHLH1	0	0	0	0	0
NHLH2	0	0	0	0	0
NHLRC1	0	0	0	0	0
NHLRC2	0	0	0	0	0
NHLRC3	0	0	0	0	0
NHP2	0	0	0	0	0
NHP2L1	0	0	0	0	0
NHSL1	0	0	0	0	0
NICN1	0	0	0	0	0
NID1	0	0	0	0	0
NID2	0	0	0	0	0
NIF3L1	0	0	0	0	0
NIM1	0	0	0	0	0
NIN	0	0	0	0	0
NINJ1	0	0	0	0	0
NINJ2	0	0	0	0	0
NINL	0	0	0	0	0
NIP7	0	0	0	0	0
NIPA1	0	0	0	0	0
NIPA2	0	0	0	0	0
NIPAL1	0	0	0	0	0
NIPAL2	0	0	0	0	0
NIPAL3	0	0	0	0	0
NIPAL4	0	0	0	0	0
NIPBL	0	0	0	0	0
NIPSNAP1	0	0	0	0	0
NIPSNAP3A	0	0	0	0	0
NIPSNAP3B	0	0	0	0	0
NISCH	0	0	0	0	0
NIT1	0	0	0	0	0
NIT2	0	0	0	0	0
NKAIN1	0	0	0	0	0
NKAIN2	0	0	0	0	0
NKAIN3	0	0	0	0	0
NKAIN4	0	0	0	0	0
NKAPL	0	0	0	0	1
NKD1	0	0	0	0	0
NKD2	0	0	0	0	0
NKG7	0	0	0	0	0
NKIRAS1	0	0	0	0	0
NKIRAS2	0	0	0	0	0
NKPD1	0	0	0	0	0
NKTR	0	0	0	0	0
NKX1-2	0	0	0	0	0
NKX2-1	0	0	0	0	0
NKX2-2	0	0	0	0	0
NKX2-3	0	0	0	0	0
NKX2-4	0	0	0	0	0
NKX2-5	0	0	0	0	0
NKX2-6	0	0	0	0	0
NKX2-8	0	0	0	0	0
NKX3-1	0	0	0	0	0
NKX3-2	0	0	0	0	0
NKX6-1	0	0	0	0	0
NKX6-2	0	0	0	0	0
NKX6-3	0	0	0	0	0
NLE1	0	0	0	0	0
NLGN1	0	0	0	0	0
NLGN2	0	0	0	0	0
NLK	0	0	0	0	0
NLN	0	0	0	0	0
NLRC3	0	0	0	0	0
NLRC4	0	0	0	0	0
NLRC5	0	0	0	0	0
NLRP1	0	0	0	0	0
NLRP10	0	0	0	0	0
NLRP11	0	0	0	0	0
NLRP12	0	0	0	0	0
NLRP13	0	0	0	0	0
NLRP14	0	0	0	0	0
NLRP2	0	0	0	0	0
NLRP3	0	0	0	0	0
NLRP4	0	0	0	0	0
NLRP5	0	0	0	0	0
NLRP6	0	0	0	0	0
NLRP7	0	0	0	0	0
NLRP8	0	0	0	0	0
NLRP9	0	0	0	0	0
NLRX1	0	0	0	0	0
NMB	0	0	0	0	0
NMBR	0	0	0	0	0
NMD3	0	0	0	0	0
NME1	0	0	0	0	0
NME2	0	0	0	0	0
NME3	0	0	0	0	0
NME4	0	0	0	0	0
NME5	0	0	0	0	0
NME6	0	0	0	0	0
NME7	0	0	0	0	0
NME8	0	0	0	0	0
NME9	0	0	0	0	0
NMI	0	0	0	0	0
NMNAT1	0	0	0	0	0
NMNAT2	0	0	0	0	0
NMNAT3	0	0	0	0	0
NMRAL1	0	0	0	0	0
NMRK1	0	0	0	0	0
NMRK2	0	0	0	0	0
NMS	0	0	0	0	0
NMT1	0	0	0	0	0
NMT2	0	0	0	0	0
NMU	0	0	0	0	0
NMUR1	0	0	0	0	0
NMUR2	0	0	0	0	0
NNAT	0	0	0	0	0
NNMT	0	0	0	0	0
NNT	0	0	0	0	0
NOA1	0	0	0	0	0
NOB1	0	0	0	0	0
NOBOX	0	0	0	0	0
NOC2L	0	0	0	0	0
NOC3L	0	0	0	0	0
NOC4L	0	0	0	0	0
NOD1	0	0	0	0	0
NOD2	0	0	0	0	0
NODAL	0	0	0	0	0
NOG	0	0	0	0	0
NOL10	0	0	0	0	0
NOL11	0	0	0	0	0
NOL3	0	0	0	0	0
NOL4	0	0	0	0	0
NOL6	0	0	0	0	0
NOL7	0	0	0	0	0
NOL8	0	0	0	0	0
NOL9	0	0	0	0	0
NOLC1	0	0	0	0	0
NOM1	0	0	0	0	0
NOMO1	0	0	0	0	0
NOMO2	0	0	0	0	0
NOMO3	0	0	0	0	0
NOP10	0	0	0	0	0
NOP14	0	0	0	0	0
NOP14-AS1	0	0	0	0	0
NOP16	0	0	0	0	0
NOP2	0	0	0	0	0
NOP56	0	0	0	0	0
NOP58	0	0	0	0	0
NOP9	0	0	0	0	0
NOS1	0	0	0	0	0
NOS1AP	0	0	0	0	0
NOS2	0	0	0	0	0
NOS3	0	0	0	0	0
NOSIP	0	0	0	0	0
NOSTRIN	0	0	0	0	0
NOTCH1	0	0	0	0	0
NOTCH2	0	0	0	0	0
NOTCH3	0	0	0	0	0
NOTO	0	0	0	0	0
NOTUM	0	0	0	0	0
NOV	0	0	0	0	0
NOVA1	0	0	0	0	0
NOVA2	0	0	0	0	0
NOX3	0	0	0	0	0
NOX4	0	0	0	0	0
NOX5	0	0	0	0	0
NOXA1	0	0	0	0	0
NOXO1	0	0	0	0	0
NOXRED1	0	0	0	0	0
NPAP1	0	0	0	0	0
NPAS1	0	0	0	0	0
NPAS2	0	0	0	0	0
NPAS3	0	0	0	0	1
NPAS4	0	0	0	0	0
NPAT	0	0	0	0	0
NPB	0	0	0	0	0
NPBWR1	0	0	0	0	0
NPBWR2	0	0	0	0	0
NPC1	0	0	0	0	0
NPC1L1	0	0	0	0	0
NPC2	0	0	0	0	0
NPDC1	0	0	0	0	0
NPEPL1	0	0	0	0	0
NPEPPS	0	0	0	0	0
NPFF	0	0	0	0	0
NPFFR1	0	0	0	0	0
NPFFR2	0	0	0	0	0
NPHP1	0	0	0	0	0
NPHP3	0	0	0	0	0
NPHP3-ACAD11	0	0	0	0	0
NPHP3-AS1	0	0	0	0	0
NPHP4	0	0	0	0	0
NPHS1	0	0	0	0	0
NPHS2	0	0	0	0	0
NPIP	0	0	0	0	0
NPL	0	0	0	0	0
NPLOC4	0	0	0	0	0
NPM1	0	0	0	0	0
NPM2	0	0	0	0	0
NPM3	0	0	0	0	0
NPNT	0	0	0	0	0
NPPA	0	0	0	0	0
NPPA-AS1	0	0	0	0	0
NPPB	0	0	0	0	0
NPPC	0	0	0	0	0
NPR1	0	0	0	0	0
NPR2	0	0	0	0	0
NPR3	0	0	0	0	0
NPRL2	0	0	0	0	0
NPRL3	0	0	0	0	0
NPS	0	0	0	0	0
NPSR1	0	0	0	0	0
NPSR1-AS1	0	0	0	0	0
NPTN	0	0	0	0	0
NPTX1	0	0	0	0	0
NPTX2	0	0	0	0	0
NPTXR	0	0	0	0	0
